"Block","Order","Block.1","Position","ML","Leaf.Number","Comment","Trt","Comp","Combos","Population","Species"
"2",390,2,"390","PA4.11Ip",13,"","Inter","PA 4.7 Ihed","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ip"
"2",390,2,"390","PA4.7Ihed",15,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",391,2,"391","PA4.17Ip",16,"","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip"
"2",391,2,"391","PA4.9Ihed",23,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",392,2,"392","PA4.15Ip",12,"","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ip"
"2",392,2,"392","PA4.9Ihed",11,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",393,2,"393","PA4.13Ip",9,"","Inter","PA 4.9 Ihed","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ip"
"2",393,2,"393","PA4.9Ihed",16,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",393,2,"393A","PA4.16Ip",17,"","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ip"
"2",393,2,"393A","PA4.15Ihed",14,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",401,2,"401","PA4.11Ip",5,"","Inter","PA 4.7 Ihed","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ip"
"2",401,2,"401","PA4.7Ihed",5,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",401,2,"401A","PA4.14Ip",7,"","Inter","PA 4.15 Ihed","PA 4.14 Ip-PA 4.15 Ihed","PA4","Ip"
"2",401,2,"401A","PA4.15Ihed",7,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",402,2,"402","PA4.1Ip",10,"","Inter","PA 4.7 Ihed","PA 4.1 Ip-PA 4.7 Ihed","PA4","Ip"
"2",402,2,"402","PA4.7Ihed",5,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",403,2,"403","PA4.18Ip",7,"","Inter","PA 4.9 Ihed","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ip"
"2",403,2,"403","PA4.9Ihed",5,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",403,2,"403A","PA4.13Ip",7,"","Inter","PA 4.15 Ihed","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ip"
"2",403,2,"403A","PA4.15Ihed",7,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",405,2,"405","PA4.11Ip",8,"","Inter","PA 4.7 Ihed","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ip"
"2",405,2,"405","PA4.7Ihed",5,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",405,2,"405A","PA4.11Ip",5,"","Inter","PA 4.2 Ihed","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ip"
"2",405,2,"405A","PA4.2Ihed",5,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",406,2,"406","PA4.18Ip",9,"","Inter","PA 4.7 Ihed","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ip"
"2",406,2,"406","PA4.7Ihed",12,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",409,2,"409","PA4.19Ip",5,"","Inter","PA 4.7 Ihed","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ip"
"2",409,2,"409","PA4.7Ihed",6,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",409,2,"409A","PA4.1Ip",13,"","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ip"
"2",409,2,"409A","PA4.15Ihed",10,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",410,2,"410","PA4.11Ip",7,"","Inter","PA 4.7 Ihed","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ip"
"2",410,2,"410","PA4.7Ihed",5,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",411,2,"411","PA4.19Ip",7,"","Alone","NA","NA","PA4","Ip"
"2",411,2,"411A","PA4.13Ip",5,"","Inter","PA 4.2 Ihed","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ip"
"2",411,2,"411A","PA4.2Ihed",5,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",414,2,"414","PA4.2Ip",8,"","Inter","PA 4.12 Ihed","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ip"
"2",414,2,"414","PA4.12Ihed",16,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",415,2,"415A","PA4.18Ip",15,"","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ip"
"2",415,2,"415A","PA4.15Ihed",25,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",417,2,"417A","PA4.15Ip",21,"","Inter","PA 4.15 Ihed","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ip"
"2",417,2,"417A","PA4.15Ihed",16,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",418,2,"418","PA4.17Ip",10,"","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ip"
"2",418,2,"418","PA4.12Ihed",15,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",419,2,"419","PA4.13Ip",6,"","Alone","NA","NA","PA4","Ip"
"2",420,2,"420","PA4.13Ip",12,"","Inter","PA 4.12 Ihed","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ip"
"2",420,2,"420","PA4.12Ihed",19,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",421,2,"421","PA4.18Ip",12,"","Inter","PA 4.3 Ihed","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ip"
"2",421,2,"421","PA4.3Ihed",7,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",422,2,"422","PA4.2Ip",8,"","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip"
"2",422,2,"422","PA4.9Ihed",5,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",423,2,"423","PA4.11Ip",7,"","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip"
"2",423,2,"423","PA4.12Ihed",6,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",423,2,"423A","PA4.15Ip",8,"","Inter","PA 4.2 Ihed","PA 4.15 Ip-PA 4.2 Ihed","PA4","Ip"
"2",423,2,"423A","PA4.2Ihed",7,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",425,2,"425","PA4.11Ip",14,"","Alone","NA","NA","PA4","Ip"
"2",426,2,"426","PA4.18Ip",8,"","Inter","PA 4.7 Ihed","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ip"
"2",426,2,"426","PA4.7Ihed",11,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",427,2,"427","PA4.11Ip",7,"","Inter","PA 4.3 Ihed","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ip"
"2",427,2,"427","PA4.3Ihed",9,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",427,2,"427A","PA4.18Ip",7,"","Inter","PA 4.2 Ihed","PA 4.18 Ip-PA 4.2 Ihed","PA4","Ip"
"2",427,2,"427A","PA4.2Ihed",7,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",428,2,"428","PA4.16Ip",7,"","Inter","PA 4.12 Ihed","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ip"
"2",428,2,"428","PA4.12Ihed",9,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",429,2,"429","PA4.15Ip",9,"","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip"
"2",429,2,"429","PA4.7Ihed",13,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",429,2,"429A","PA4.11Ip",4,"","Inter","PA 4.15 Ihed","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ip"
"2",429,2,"429A","PA4.15Ihed",6,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",430,2,"430","PA4.13Ip",7,"","Inter","PA 4.3 Ihed","PA 4.13 Ip-PA 4.3 Ihed","PA4","Ip"
"2",430,2,"430","PA4.3Ihed",7,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",431,2,"431","PA4.14Ip",7,"","Alone","NA","NA","PA4","Ip"
"2",431,2,"431A","PA4.17Ip",14,"","Inter","PA 4.2 Ihed","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ip"
"2",431,2,"431A","PA4.2Ihed",10,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",432,2,"432","PA4.15Ip",10,"","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip"
"2",432,2,"432","PA4.7Ihed",5,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",433,2,"433A","PA4.11Ip",6,"","Inter","PA 4.15 Ihed","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ip"
"2",433,2,"433A","PA4.15Ihed",7,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",434,2,"434","PA4.13Ip",7,"","Inter","PA 4.12 Ihed","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ip"
"2",434,2,"434","PA4.12Ihed",7,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",435,2,"435","PA4.15Ip",9,"","Alone","NA","NA","PA4","Ip"
"2",435,2,"435A","PA4.11Ip",13,"","Inter","PA 4.15 Ihed","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ip"
"2",435,2,"435A","PA4.15Ihed",11,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",436,2,"436","PA4.13Ip",6,"","Inter","PA 4.9 Ihed","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ip"
"2",436,2,"436","PA4.9Ihed",8,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",437,2,"437A","PA4.13Ip",8,"","Inter","PA 4.2 Ihed","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ip"
"2",437,2,"437A","PA4.2Ihed",13,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",439,2,"439","PA4.14Ip",6,"","Inter","PA 4.7 Ihed","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ip"
"2",439,2,"439","PA4.7Ihed",8,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",440,2,"440","PA4.18Ip",8,"","Alone","NA","NA","PA4","Ip"
"2",441,2,"441A","PA4.19Ip",9,"","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip"
"2",441,2,"441A","PA4.2Ihed",10,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",442,2,"442","PA4.15Ip",6,"","Alone","NA","NA","PA4","Ip"
"2",443,2,"443","PA4.15Ip",7,"","Inter","PA 4.12 Ihed","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ip"
"2",443,2,"443","PA4.12Ihed",12,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",443,2,"443A","PA4.2Ip",7,"","Inter","PA 4.2 Ihed","PA 4.2 Ip-PA 4.2 Ihed","PA4","Ip"
"2",443,2,"443A","PA4.2Ihed",5,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",445,2,"445","PA4.19Ip",7,"","Inter","PA 4.9 Ihed","PA 4.19 Ip-PA 4.9 Ihed","PA4","Ip"
"2",445,2,"445","PA4.9Ihed",6,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",445,2,"445A","PA4.1Ip",6,"","Inter","PA 4.2 Ihed","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ip"
"2",445,2,"445A","PA4.2Ihed",5,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",447,2,"447","PA4.2Ip",7,"","Inter","PA 4.7 Ihed","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ip"
"2",447,2,"447","PA4.7Ihed",10,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",448,2,"448","PA4.1Ip",7,"","Inter","PA 4.3 Ihed","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ip"
"2",448,2,"448","PA4.3Ihed",5,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",449,2,"449","PA4.17Ip",7,"","Alone","NA","NA","PA4","Ip"
"2",449,2,"449A","PA4.15Ip",6,"","Inter","PA 4.15 Ihed","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ip"
"2",449,2,"449A","PA4.15Ihed",7,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",450,2,"450","PA4.13Ip",5,"","Alone","NA","NA","PA4","Ip"
"2",451,2,"451A","PA4.14Ip",5,"","Inter","PA 4.2 Ihed","PA 4.14 Ip-PA 4.2 Ihed","PA4","Ip"
"2",451,2,"451A","PA4.2Ihed",5,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",452,2,"452","PA4.2Ip",6,"","Inter","PA 4.7 Ihed","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ip"
"2",452,2,"452","PA4.7Ihed",6,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",453,2,"453","PA4.11Ip",3,"","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip"
"2",453,2,"453","PA4.12Ihed",7,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",453,2,"453A","PA4.2Ip",8,"","Inter","PA 4.2 Ihed","PA 4.2 Ip-PA 4.2 Ihed","PA4","Ip"
"2",453,2,"453A","PA4.2Ihed",7,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",454,2,"454","PA4.11Ip",5,"","Inter","PA 4.3 Ihed","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ip"
"2",454,2,"454","PA4.3Ihed",8,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",455,2,"455","PA4.17Ip",7,"","Inter","PA 4.7 Ihed","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ip"
"2",455,2,"455","PA4.7Ihed",8,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",455,2,"455A","PA4.15Ip",9,"","Inter","PA 4.2 Ihed","PA 4.15 Ip-PA 4.2 Ihed","PA4","Ip"
"2",455,2,"455A","PA4.2Ihed",9,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",456,2,"456","PA4.17Ip",7,"","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip"
"2",456,2,"456","PA4.9Ihed",8,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",459,2,"459","PA4.11Ip",6,"","Inter","PA 4.3 Ihed","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ip"
"2",459,2,"459","PA4.3Ihed",6,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",459,2,"459A","PA4.15Ip",5,"","Inter","PA 4.2 Ihed","PA 4.15 Ip-PA 4.2 Ihed","PA4","Ip"
"2",459,2,"459A","PA4.2Ihed",6,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",461,2,"461A","PA4.2Ip",15,"","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip"
"2",461,2,"461A","PA4.15Ihed",11,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",463,2,"463","PA4.11Ip",7,"","Inter","PA 4.3 Ihed","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ip"
"2",463,2,"463","PA4.3Ihed",10,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",463,2,"463A","PA4.19Ip",9,"","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip"
"2",463,2,"463A","PA4.2Ihed",6,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",465,2,"465","PA4.19Ip",6,"","Inter","PA 4.7 Ihed","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ip"
"2",465,2,"465","PA4.7Ihed",4,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",465,2,"465A","PA4.19Ip",6,"","Inter","PA 4.15 Ihed","PA 4.19 Ip-PA 4.15 Ihed","PA4","Ip"
"2",465,2,"465A","PA4.15Ihed",6,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",468,2,"468","PA4.19Ip",6,"","Alone","NA","NA","PA4","Ip"
"2",469,2,"469A","PA4.2Ip",7,"","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip"
"2",469,2,"469A","PA4.15Ihed",11,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",470,2,"470","PA4.19Ip",6,"","Inter","PA 4.3 Ihed","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ip"
"2",470,2,"470","PA4.3Ihed",7,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",471,2,"471","PA4.13Ip",7,"","Alone","NA","NA","PA4","Ip"
"2",471,2,"471A","PA4.16Ip",5,"","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ip"
"2",471,2,"471A","PA4.15Ihed",7,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",473,2,"473A","PA4.1Ip",7,"","Inter","PA 4.2 Ihed","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ip"
"2",473,2,"473A","PA4.2Ihed",9,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",475,2,"475","PA4.19Ip",6,"","Alone","NA","NA","PA4","Ip"
"2",476,2,"476","PA4.14Ip",7,"","Inter","PA 4.12 Ihed","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ip"
"2",476,2,"476","PA4.12Ihed",9,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",477,2,"477","PA4.19Ip",10,"","Inter","PA 4.9 Ihed","PA 4.19 Ip-PA 4.9 Ihed","PA4","Ip"
"2",477,2,"477","PA4.9Ihed",8,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",477,2,"477A","PA4.19Ip",10,"","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip"
"2",477,2,"477A","PA4.2Ihed",10,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",478,2,"478","PA4.2Ip",9,"","Alone","NA","NA","PA4","Ip"
"2",479,2,"479A","PA4.11Ip",7,"","Inter","PA 4.2 Ihed","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ip"
"2",479,2,"479A","PA4.2Ihed",7,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",480,2,"480","PA4.11Ip",9,"","Alone","NA","NA","PA4","Ip"
"2",481,2,"481","PA4.18Ip",5,"","Alone","NA","NA","PA4","Ip"
"2",481,2,"481A","PA4.16Ip",8,"","Inter","PA 4.2 Ihed","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ip"
"2",481,2,"481A","PA4.2Ihed",12,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",483,2,"483","PA4.2Ip",12,"","Inter","PA 4.12 Ihed","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ip"
"2",483,2,"483","PA4.12Ihed",11,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",483,2,"483A","PA4.17Ip",9,"","Inter","PA 4.2 Ihed","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ip"
"2",483,2,"483A","PA4.2Ihed",11,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",484,2,"484","PA4.14Ip",12,"","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip"
"2",484,2,"484","PA4.3Ihed",16,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",485,2,"485A","PA4.16Ip",5,"","Inter","PA 4.2 Ihed","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ip"
"2",485,2,"485A","PA4.2Ihed",6,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",486,2,"486","PA4.14Ip",5,"","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip"
"2",486,2,"486","PA4.3Ihed",32,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",487,2,"487A","PA4.1Ip",8,"","Inter","PA 4.2 Ihed","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ip"
"2",487,2,"487A","PA4.2Ihed",8,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",489,2,"489A","PA4.1Ip",7,"","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ip"
"2",489,2,"489A","PA4.15Ihed",8,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",491,2,"491","PA4.14Ip",11,"","Inter","PA 4.12 Ihed","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ip"
"2",491,2,"491","PA4.12Ihed",9,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",492,2,"492","PA4.1Ip",7,"","Inter","PA 4.7 Ihed","PA 4.1 Ip-PA 4.7 Ihed","PA4","Ip"
"2",492,2,"492","PA4.7Ihed",7,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",493,2,"493","PA4.11Ip",6,"","Inter","PA 4.9 Ihed","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ip"
"2",493,2,"493","PA4.9Ihed",13,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",494,2,"494","PA4.17Ip",6,"","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ip"
"2",494,2,"494","PA4.12Ihed",12,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",495,2,"495","PA4.1Ip",7,"","Inter","PA 4.12 Ihed","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ip"
"2",495,2,"495","PA4.12Ihed",8,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",496,2,"496","PA4.18Ip",5,"","Inter","PA 4.12 Ihed","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ip"
"2",496,2,"496","PA4.12Ihed",8,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",498,2,"498","PA4.16Ip",5,"","Inter","PA 4.3 Ihed","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ip"
"2",498,2,"498","PA4.3Ihed",6,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",499,2,"499","PA4.15Ip",6,"","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip"
"2",499,2,"499","PA4.7Ihed",13,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ihed"
"3",501,3,"501","PA4.2Ip",5,"","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ip"
"3",501,3,"501","PA4.3Ihed",6,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ihed"
"3",502,3,"502","PA4.19Ip",6,"","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip"
"3",502,3,"502","PA4.2Ihed",6,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ihed"
"3",504,3,"504","PA4.11Ip",7,"","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip"
"3",504,3,"504","PA4.12Ihed",13,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ihed"
"3",507,3,"507","PA4.2Ip",6,"","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ip"
"3",507,3,"507","PA4.3Ihed",8,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ihed"
"3",508,3,"508","PA4.14Ip",8,"","Inter","PA 4.7 Ihed","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ip"
